Code;Individual;Species (from Individuals);Study (from Individuals);Origin (from Individual);Sample type;16S region;Platform;Type;Read-length;F Primer;R Primer;ERDA;Archived S;Warning;Data processing;Class;Status (from Data processing);Diet;Mobility
D00155;I00079;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927043;;;Actinopterygii;;Carnivorous;Terrestrial
D00156;I00080;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927018;;;Actinopterygii;;Carnivorous;Terrestrial
D00157;I00081;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927019;;;Actinopterygii;;Carnivorous;Terrestrial
D00158;I00082;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927020;;;Actinopterygii;;Carnivorous;Terrestrial
D00159;I00083;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927021;;;Actinopterygii;;Carnivorous;Terrestrial
D00160;I00084;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927014;;;Actinopterygii;;Carnivorous;Terrestrial
D00161;I00085;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927015;;;Actinopterygii;;Carnivorous;Terrestrial
D00162;I00086;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927016;;;Actinopterygii;;Carnivorous;Terrestrial
D00163;I00087;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927017;;;Actinopterygii;;Carnivorous;Terrestrial
D00164;I00088;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927012;;;Actinopterygii;;Carnivorous;Terrestrial
D00165;I00089;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927013;;;Actinopterygii;;Carnivorous;Terrestrial
D00166;I00090;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927057;;;Actinopterygii;;Carnivorous;Terrestrial
D00167;I00091;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927056;;;Actinopterygii;;Carnivorous;Terrestrial
D00168;I00092;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927055;;;Actinopterygii;;Carnivorous;Terrestrial
D00169;I00093;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927054;;;Actinopterygii;;Carnivorous;Terrestrial
D00170;I00094;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927061;;;Actinopterygii;;Carnivorous;Terrestrial
D00171;I00111;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927080;;;Actinopterygii;;Carnivorous;Terrestrial
D00172;I00112;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927079;;;Actinopterygii;;Carnivorous;Terrestrial
D00173;I00113;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927039;;;Actinopterygii;;Carnivorous;Terrestrial
D00174;I00114;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927045;;;Actinopterygii;;Carnivorous;Terrestrial
D00175;I00115;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927068;;;Actinopterygii;;Carnivorous;Terrestrial
D00176;I00116;SIFU;Jones2018;Wild;Gut content;V4;Illumina MiSeq;Preprocessed (fastq);254;515f;806r;checked;SRR5927078;;;Actinopterygii;;Carnivorous;Terrestrial
D00177;I00133;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;P00013;Actinopterygii;Done;Carnivorous;Terrestrial
D00178;I00134;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;P00014;Actinopterygii;Done;Carnivorous;Terrestrial
D00179;I00135;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;P00015;Actinopterygii;Done;Carnivorous;Terrestrial
D00180;I00136;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;P00016;Actinopterygii;Done;Carnivorous;Terrestrial
D00181;I00137;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00182;I00138;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00183;I00139;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00184;I00140;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00185;I00141;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00186;I00142;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00187;I00143;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00188;I00144;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00189;I00145;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00190;I01648;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00191;I00146;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00192;I00147;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00193;I00148;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00194;I00149;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Terrestrial
D00195;I00150;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00196;I00151;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00197;I00152;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00198;I00153;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00199;I00154;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00200;I00155;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00201;I00156;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00202;I00157;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00203;I00158;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00204;I00159;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00205;I00160;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00206;I00161;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00207;I00162;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00208;I00163;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00209;I00164;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00210;I00165;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00211;I00166;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00212;I00167;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00213;I00168;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00214;I00169;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00215;I00170;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00216;I00171;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00217;I00172;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Omnivorous;Aquatic
D00218;I00173;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Aquatic
D00219;I00174;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Aquatic
D00220;I00175;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Aquatic
D00221;I00176;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Aquatic
D00222;I00177;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Aquatic
D00223;I00178;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Aquatic
D00224;I00179;SASA;UrenWebster2018;Wild;Gut content;V4;Illumina MiSeq;PE;300;519f;785r;checked;;;;Actinopterygii;;Carnivorous;Aquatic
D00225;I00180;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00017;Mammalia;Done;Carnivorous;Aquatic
D00226;I00181;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00018;Mammalia;Done;Carnivorous;Aquatic
D00227;I00182;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00019;Mammalia;Done;Carnivorous;Aquatic
D00228;I00183;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;P00020;Mammalia;Done;Carnivorous;Aquatic
D00229;I00184;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00230;I00185;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00231;I00186;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00232;I00187;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00233;I00188;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00234;I00189;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00235;I00190;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00236;I00191;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00237;I00192;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00238;I00193;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00239;I00194;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00240;I00195;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00241;I00196;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00242;I00197;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00243;I00198;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00244;I00199;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00245;I00200;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00246;I00201;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Carnivorous;Aquatic
D00247;I00202;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Herviborous;Terrestrial
D00248;I00203;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Herviborous;Terrestrial
D00249;I00204;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Herviborous;Terrestrial
D00250;I00205;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Herviborous;Terrestrial
D00251;I00206;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Herviborous;Terrestrial
D00252;I00207;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Herviborous;Terrestrial
D00253;I00208;SCCA;Stothart2019;Wild;Scat;V3,V4;Illumina MiSeq;PE;250;341f;806r;checked;;;;Mammalia;;Herviborous;Terrestrial
D00254;I00211;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083435;;P00021;Aves;Done;Herviborous;Terrestrial
D00255;I00212;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083487;;P00022;Aves;Done;Herviborous;Terrestrial
D00256;I00213;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083438;;P00023;Aves;Done;Herviborous;Terrestrial
D00257;I00214;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083452;;P00024;Aves;Done;Herviborous;Terrestrial
D00258;I00215;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083492;;;Aves;;Herviborous;Terrestrial
D00259;I00216;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083481;;;Aves;;Herviborous;Terrestrial
D00260;I00217;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083495;;;Aves;;Herviborous;Terrestrial
D00261;I00218;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083493;;;Aves;;Herviborous;Terrestrial
D00262;I00219;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083471;;;Aves;;Herviborous;Terrestrial
D00263;I00220;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083470;;;Aves;;Herviborous;Terrestrial
D00264;I00221;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083474;;;Aves;;Herviborous;Terrestrial
D00265;I00222;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083469;;;Aves;;Herviborous;Terrestrial
D00266;I00223;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083449;;;Aves;;Herviborous;Terrestrial
D00267;I00224;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083476;;;Aves;;Herviborous;Terrestrial
D00268;I00225;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083454;;;Aves;;Herviborous;Terrestrial
D00269;I00226;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083490;;;Aves;;Herviborous;Terrestrial
D00270;I00227;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083468;;;Aves;;Herviborous;Terrestrial
D00271;I00228;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083485;;;Aves;;Herviborous;Terrestrial
D00272;I00229;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083500;;;Aves;;Herviborous;Terrestrial
D00273;I00230;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083486;;;Aves;;Herviborous;Terrestrial
D00274;I00232;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083458;;;Aves;;Herviborous;Terrestrial
D00275;I00233;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083499;;;Aves;;Herviborous;Terrestrial
D00276;I00234;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083431;;;Aves;;Herviborous;Terrestrial
D00277;I00235;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083436;;;Aves;;Herviborous;Terrestrial
D00278;I00236;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083489;;;Aves;;Herviborous;Terrestrial
D00279;I00237;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083496;;;Aves;;Herviborous;Terrestrial
D00280;I00238;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083433;;;Aves;;Herviborous;Terrestrial
D00281;I00239;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083460;;;Aves;;Herviborous;Terrestrial
D00282;I00240;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083494;;;Aves;;Herviborous;Terrestrial
D00283;I00241;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083484;;;Aves;;Herviborous;Terrestrial
D00284;I00242;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083483;;;Aves;;Herviborous;Terrestrial
D00285;I00243;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083464;;;Aves;;Herviborous;Terrestrial
D00286;I00244;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083467;;;Aves;;Herviborous;Terrestrial
D00287;I00245;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083488;;;Aves;;Herviborous;Terrestrial
D00288;I00246;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083439;;;Aves;;Herviborous;Terrestrial
D00289;I00247;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083434;;;Aves;;Herviborous;Terrestrial
D00290;I00248;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083462;;;Aves;;Herviborous;Terrestrial
D00291;I00249;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083497;;;Aves;;Herviborous;Terrestrial
D00292;I00250;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083448;;;Aves;;Herviborous;Terrestrial
D00293;I00251;ANCY;Wu2018;Wild;Scat;V3,V4;Illumina MiSeq;SR;250;515f;806r;checked;SRR5083479;;;Aves;;Herviborous;Terrestrial
D00294;I00252;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/001/ERR3336391/ERR3336391.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00295;I00253;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/003/ERR3336393/ERR3336393.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00296;I00254;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/004/ERR3336394/ERR3336394.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00297;I00255;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/005/ERR3336395/ERR3336395.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00298;I00256;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/006/ERR3336396/ERR3336396.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00299;I00257;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/008/ERR3336398/ERR3336398.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00300;I00258;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/009/ERR3336399/ERR3336399.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00301;I00259;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/000/ERR3336400/ERR3336400.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00302;I00260;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/001/ERR3336401/ERR3336401.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00303;I00261;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/003/ERR3336403/ERR3336403.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00304;I00262;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/004/ERR3336404/ERR3336404.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00305;I00263;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/005/ERR3336405/ERR3336405.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00306;I00264;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/006/ERR3336406/ERR3336406.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00307;I00265;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/007/ERR3336407/ERR3336407.fastq.gz;;;Mammalia;;Herviborous;Terrestrial
D00308;I00266;MUMUD;Suzuki2019;Wild;Gut content;V4;Illumina MiSeq;SR (Forward);150;515f;;checked;ftp.sra.ebi.ac.uk/vol1/fastq/ERR333/008/ERR3336408/ERR3336408.fastq.gz;;;Mammalia;;Carnivorous;Terrestrial
